,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Uganda 3M,10.366,10.200,10.200,9.800,+0.166,+1.62%,07:44:21,
,Uganda 6M,13.484,13.250,13.250,12.500,+0.235,+1.77%,07:44:21,
,Uganda 1Y,13.613,13.800,13.800,13.750,-0.187,-1.36%,07:44:21,
,Uganda 2Y,15.429,15.086,15.429,15.429,+0.000,+0.00%,02:03:14,
,Uganda 3Y,15.755,15.400,15.755,15.755,+0.000,+0.00%,02:03:04,
,Uganda 5Y,15.990,15.600,15.990,15.990,+0.000,+0.00%,02:03:02,
,Uganda 10Y,16.967,16.500,16.967,16.967,+0.000,+0.00%,02:03:09,
,Uganda 15Y,16.748,16.300,16.300,16.300,+0.000,+0.00%,28/03,
