,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Taiwan 2Y,1.315,1.320,1.340,1.320,-0.005,-0.38%,05:03:30,
,Taiwan 5Y,1.505,1.460,1.530,1.460,+0.045,+3.08%,05:03:33,
,Taiwan 10Y,1.654,1.610,1.679,1.610,+0.044,+2.73%,05:03:34,
,Taiwan 20Y,1.785,1.790,1.810,1.790,-0.005,-0.28%,05:03:35,
,Taiwan 30Y,1.955,1.985,1.985,1.980,-0.030,-1.51%,05:03:33,
