,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Bahrain 3M,5.978,6.053,6.053,6.053,-0.074,-1.23%,02:03:13,
,Bahrain 6M,6.057,6.132,6.132,6.132,-0.075,-1.22%,02:03:14,
,Bahrain 9M,6.069,6.145,6.144,6.144,-0.075,-1.23%,02:03:13,
,Bahrain 1Y,6.074,6.149,6.148,6.148,-0.075,-1.23%,02:03:14,
,Bahrain 2Y,6.036,6.141,6.166,6.141,-0.105,-1.72%,02:03:03,
,Bahrain 5Y,6.110,6.115,6.175,6.115,-0.005,-0.08%,02:03:05,
