,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Denmark 3M,2.030,-0.564,2.030,2.030,+0.013,+0.64%,27/01,
,Denmark 6M,2.355,-0.610,2.355,2.355,+0.012,+0.51%,27/01,
,Denmark 2Y,3.170,3.185,3.220,2.970,-0.015,-0.47%,13/06,
,Denmark 3Y,2.665,2.686,2.729,2.580,-0.021,-0.78%,13/06,
,Denmark 5Y,2.499,2.524,2.558,2.440,-0.025,-0.99%,13/06,
,Denmark 8Y,2.470,2.492,2.520,2.426,-0.022,-0.88%,13/06,
,Denmark 10Y,2.570,2.578,2.615,2.529,-0.008,-0.31%,13/06,
,Denmark 20Y,2.74,2.76,2.78,2.71,-0.02,-0.80%,13/06,
,Denmark 30Y,2.652,2.670,2.703,2.639,-0.018,-0.67%,13/06,
