,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Cote d'Ivoire 3M,2.549,0.000,2.549,2.549,0.000,0.00%,26/01,
,Cote d'Ivoire 6M,2.970,0.000,2.970,2.970,0.000,0.00%,01/02,
,Cote d'Ivoire 1Y,3.470,0.000,3.470,3.470,0.000,0.00%,01/02,
,Cote d'Ivoire 3Y,5.140,0.000,5.140,5.140,0.000,0.00%,01/02,
,Cote d'Ivoire 5Y,5.570,0.000,5.570,5.570,0.000,0.00%,01/02,
,Cote d'Ivoire 7Y,5.740,0.000,5.740,5.740,0.000,0.00%,01/02,
,Cote d'Ivoire 10Y,6.430,0.000,6.430,6.430,0.000,0.00%,01/02,
