,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Colombia 2Y,10.810,10.179,10.810,10.810,+0.000,+0.00%,05/04,
,Colombia 4Y,10.140,10.140,10.149,9.807,+0.220,+0.00%,05:16:06,
,Colombia 5Y,10.300,10.300,10.300,9.901,+0.295,+0.00%,05:16:06,
,Colombia 10Y,10.881,10.620,10.881,10.620,+0.261,+2.46%,05:16:06,
,Colombia 15Y,11.330,11.200,11.366,11.139,+0.130,+1.16%,05:16:06,
