,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Serbia 1Y,5.227,5.240,5.240,5.000,-0.013,-0.26%,07:30:01,
,Serbia 2Y,5.052,5.139,5.090,5.000,-0.086,-1.68%,07:30:01,
,Serbia 3Y,4.900,5.077,5.000,5.000,-0.177,-3.49%,06:00:06,
,Serbia 5Y,5.060,5.060,5.300,5.060,0.000,0%,13/06,
,Serbia 10Y,5.987,5.955,6.000,5.890,+0.032,+0.54%,06:00:02,
