,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Hungary 3M,6.707,6.690,6.707,6.707,0.000,0.00%,13/06,
,Hungary 6M,6.783,6.820,6.783,6.783,0.000,0.00%,13/06,
,Hungary 1Y,6.684,6.800,6.684,6.684,0.000,0.00%,13/06,
,Hungary 3Y,6.665,6.740,6.665,6.665,0.000,0.00%,13/06,
,Hungary 5Y,6.705,6.780,6.705,6.705,0.000,0.00%,13/06,
,Hungary 10Y,6.815,6.890,6.815,6.815,0.000,0.00%,13/06,
,Hungary 15Y,6.835,6.910,6.835,6.835,0.000,0.00%,13/06,
,Hungary 20Y,6.855,6.930,6.855,6.855,0.000,0.00%,13/06,
