,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Turkey 3M,45.530,43.836,46.901,42.880,+1.694,+3.86%,05:18:51,
,Turkey 6M,42.812,45.133,42.812,42.812,-2.321,-5.14%,05:18:51,
,Turkey 9M,46.648,46.767,46.648,46.648,-0.119,-0.25%,05:18:51,
,Turkey 2Y,43.190,39.300,43.235,43.180,+3.890,+9.90%,13/06,
,Turkey 3Y,31.660,29.470,31.660,31.550,+2.190,+7.43%,12/06,
,Turkey 5Y,32.940,30.530,32.995,32.940,+2.410,+7.89%,13/06,
,Turkey 10Y,28.670,26.810,28.680,28.570,+1.860,+6.94%,13/06,
