,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Latvia 2Y,3.000,-0.193,3.000,3.000,0.000,0.00%,27/01,
,Latvia 3Y,3.900,-0.200,3.900,3.900,-0.000,0.00%,27/01,
,Latvia 5Y,4.100,-0.100,4.100,4.100,0.000,0.00%,27/01,
