,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Jordan 6M,7.168,7.239,7.275,7.239,-0.071,-0.98%,02:03:06,
,Jordan 18M,6.752,6.906,6.906,6.890,-0.154,-2.24%,02:03:08,
