,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Croatia 1Y,5.382,7.239,5.382,3.292,0.00,0.00%,10/05,
,Croatia 2Y,3.062,3.289,3.326,2.971,0.00,0.00%,20/05,
,Croatia 3Y,3.113,3.250,3.195,2.903,0.00,0.00%,23/05,
,Croatia 4Y,3.218,3.364,3.218,3.218,0.000,0.00%,13/06,
,Croatia 5Y,3.057,3.167,3.057,3.057,0.000,0.00%,13/06,
,Croatia 10Y,3.354,3.376,3.354,3.354,0.000,0.00%,13/06,
