,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Norway 6M,4.249,4.383,4.382,4.249,0.000,0.00%,02:48:20,
,Norway 9M,4.426,4.495,4.438,4.413,-0.069,-1.54%,07:37:31,
,Norway 1Y,4.419,4.468,4.443,4.409,-0.049,-1.10%,07:37:31,
,Norway 3Y,3.566,3.678,3.609,3.565,-0.112,-3.05%,07:44:38,
,Norway 5Y,3.423,3.530,3.510,3.414,-0.107,-3.03%,07:43:07,
,Norway 10Y,3.468,3.562,3.535,3.460,-0.094,-2.64%,07:42:35,
,Norway 20Y,3.370,3.467,3.411,3.365,-0.097,-2.80%,07:37:27,
