,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Peru 2Y,5.371,5.371,5.371,5.371,+0.000,+0.00%,13/06,
,Peru 5Y,5.642,5.643,5.642,5.642,-0.001,-0.02%,13/06,
,Peru 10Y,6.897,7.060,6.897,6.897,-0.163,-2.31%,13/06,
,Peru 15Y,7.058,7.304,7.058,7.058,-0.246,-3.37%,13/06,
,Peru 20Y,7.265,7.250,7.265,7.265,+0.015,+0.21%,13/06,
,Peru 30Y,7.274,7.279,7.274,7.274,-0.005,-0.07%,13/06,
