,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Botswana 6M,2.336,2.559,2.559,2.558,0.000,0.00%,02:03:12,
,Botswana 3Y,5.111,5.190,5.190,5.190,0.000,0.00%,02:03:07,
,Botswana 5Y,6.760,5.750,6.800,5.750,+0.00,+0.00%,31/10,
,Botswana 20Y,8.786,8.750,8.786,8.786,0.000,0.00%,02:03:08,
,Botswana 22Y,8.731,8.700,8.800,8.700,+0.00,+0.00%,31/10,
